id,y
1,FALSE
2,TRUE
3,TRUE
4,FALSE
5,TRUE
6,TRUE
7,FALSE
8,FALSE
9,FALSE
10,FALSE
11,FALSE
12,TRUE
13,TRUE
14,FALSE
15,FALSE
16,FALSE
17,FALSE
18,FALSE
19,FALSE
20,FALSE
21,FALSE
22,FALSE
23,FALSE
24,FALSE
25,FALSE
26,FALSE
27,FALSE
28,FALSE
29,FALSE
30,FALSE
31,FALSE
32,FALSE
33,FALSE
34,FALSE
35,FALSE
36,TRUE
37,TRUE
38,FALSE
39,FALSE
40,FALSE
41,FALSE
42,FALSE
43,FALSE
44,FALSE
45,FALSE
46,FALSE
47,FALSE
48,FALSE
49,FALSE
50,FALSE
51,FALSE
52,FALSE
53,FALSE
54,FALSE
55,FALSE
56,FALSE
57,FALSE
58,FALSE
59,FALSE
60,FALSE
61,FALSE
62,FALSE
63,FALSE
64,FALSE
65,FALSE
66,FALSE
67,TRUE
68,TRUE
69,FALSE
70,FALSE
71,FALSE
72,FALSE
73,FALSE
74,FALSE
75,FALSE
76,FALSE
77,FALSE
78,FALSE
79,FALSE
80,TRUE
81,TRUE
82,FALSE
83,TRUE
84,FALSE
85,TRUE
86,TRUE
87,TRUE
88,FALSE
89,FALSE
90,FALSE
91,FALSE
92,FALSE
93,FALSE
94,FALSE
95,FALSE
96,FALSE
97,FALSE
98,FALSE
99,FALSE
100,FALSE
101,FALSE
102,FALSE
103,FALSE
104,FALSE
105,FALSE
106,FALSE
107,FALSE
108,FALSE
109,FALSE
110,FALSE
111,FALSE
112,FALSE
113,FALSE
114,FALSE
115,FALSE
116,FALSE
117,FALSE
118,FALSE
119,FALSE
120,FALSE
121,FALSE
122,FALSE
123,FALSE
124,FALSE
125,FALSE
126,FALSE
127,FALSE
128,TRUE
129,TRUE
130,FALSE
131,FALSE
132,FALSE
133,FALSE
134,FALSE
135,TRUE
136,FALSE
137,TRUE
138,FALSE
139,FALSE
140,FALSE
141,FALSE
142,FALSE
143,FALSE
144,FALSE
145,FALSE
146,FALSE
147,FALSE
148,FALSE
149,FALSE
150,FALSE
151,FALSE
152,FALSE
153,FALSE
154,FALSE
155,FALSE
156,FALSE
157,FALSE
158,FALSE
159,FALSE
160,FALSE
161,FALSE
162,FALSE
163,FALSE
164,FALSE
165,FALSE
166,FALSE
167,FALSE
168,FALSE
169,FALSE
170,TRUE
171,TRUE
172,FALSE
173,FALSE
174,FALSE
175,FALSE
176,FALSE
177,TRUE
178,TRUE
179,FALSE
180,FALSE
181,FALSE
182,FALSE
183,FALSE
184,FALSE
185,FALSE
186,FALSE
187,FALSE
188,FALSE
189,FALSE
190,FALSE
191,FALSE
192,FALSE
193,FALSE
194,FALSE
195,FALSE
196,FALSE
197,FALSE
198,FALSE
199,TRUE
200,TRUE
201,FALSE
202,FALSE
203,FALSE
204,FALSE
205,FALSE
206,FALSE
207,FALSE
208,FALSE
209,TRUE
210,TRUE
211,FALSE
212,TRUE
213,TRUE
214,TRUE
215,TRUE
216,TRUE
217,TRUE
218,TRUE
219,TRUE
220,TRUE
221,TRUE
222,TRUE
223,FALSE
224,FALSE
225,FALSE
226,FALSE
227,FALSE
228,FALSE
229,FALSE
230,FALSE
231,FALSE
232,FALSE
233,FALSE
234,TRUE
235,TRUE
236,FALSE
237,FALSE
238,FALSE
239,FALSE
240,FALSE
241,FALSE
242,FALSE
243,FALSE
244,FALSE
245,FALSE
246,FALSE
247,FALSE
248,FALSE
249,FALSE
250,FALSE
251,FALSE
252,FALSE
253,FALSE
254,FALSE
255,FALSE
256,FALSE
257,FALSE
258,FALSE
259,FALSE
260,FALSE
261,FALSE
262,FALSE
263,FALSE
264,FALSE
265,FALSE
266,FALSE
267,TRUE
268,TRUE
269,TRUE
270,TRUE
271,TRUE
272,TRUE
273,FALSE
274,TRUE
275,FALSE
276,TRUE
277,TRUE
278,TRUE
279,FALSE
280,FALSE
281,FALSE
282,FALSE
283,FALSE
284,FALSE
285,FALSE
286,FALSE
287,FALSE
288,FALSE
289,FALSE
290,FALSE
291,FALSE
292,FALSE
293,FALSE
294,FALSE
295,FALSE
296,FALSE
297,FALSE
298,FALSE
299,FALSE
300,FALSE
301,FALSE
302,FALSE
303,FALSE
304,FALSE
305,FALSE
306,FALSE
307,FALSE
308,FALSE
309,FALSE
310,FALSE
311,FALSE
312,FALSE
313,FALSE
314,FALSE
315,FALSE
316,FALSE
317,FALSE
318,FALSE
319,FALSE
320,FALSE
321,FALSE
322,FALSE
323,FALSE
324,FALSE
325,FALSE
326,FALSE
327,FALSE
328,FALSE
329,FALSE
330,FALSE
331,FALSE
332,FALSE
333,FALSE
334,FALSE
335,FALSE
336,FALSE
337,FALSE
338,FALSE
339,FALSE
340,FALSE
341,FALSE
342,FALSE
343,FALSE
344,TRUE
345,FALSE
346,FALSE
347,TRUE
348,TRUE
349,TRUE
350,TRUE
351,FALSE
352,TRUE
353,TRUE
354,TRUE
355,TRUE
356,TRUE
357,FALSE
358,TRUE
359,FALSE
360,FALSE
361,FALSE
362,FALSE
363,FALSE
364,FALSE
365,FALSE
366,FALSE
367,FALSE
368,FALSE
369,FALSE
370,FALSE
371,FALSE
372,FALSE
373,FALSE
374,FALSE
375,FALSE
376,FALSE
377,FALSE
378,FALSE
379,FALSE
380,FALSE
381,FALSE
382,FALSE
383,FALSE
384,FALSE
385,FALSE
386,FALSE
387,FALSE
388,TRUE
389,TRUE
390,TRUE
391,TRUE
392,TRUE
393,FALSE
394,FALSE
395,TRUE
396,TRUE
397,TRUE
398,TRUE
399,TRUE
